Date,Location,Ticket Type,Group
2024-02-29,Singapore Pools New Upper Changi Branch - Block 26 New Upper Changi Road #01-666/668,1 QuickPick Ordinary Entry,1
2024-02-29,Singapore Pools Pasir Ris N2 Branch - 259 Pasir Ris Street 21 #02-29 Loyang Point,1 QuickPick System 8 Entry,2
2024-02-29,7-Eleven Store Owen Road - Block 45 Owen Road #01-295,1 QuickPick System 7 Entry,2
2024-02-29,Cold Storage Compass One - 1 Sengkang Square #B1-25 Compass One,1 QuickPick System 7 Entry,2
2024-02-29,NTUC FairPrice NEX - 23 Serangoon Central #03-42 NEX,1 QuickPick System 7 Entry,2
2024-02-29,Singapore Pools Account Betting Service - -,1 System 8 Entry,2
2024-02-29,Prime Bidadari - Block 106 Bidadari Park Drive #01-06,1 System 7 Entry,2
2024-02-23,Singapore Pools Hougang N1 Branch - Block 106 Hougang Avenue 1 #01-1209/1211,1 QuickPick Ordinary Entry,1
2024-02-23,Singapore Pools Jurong West N5 Branch - Block 508 Jurong West Street 52 #01-166,1 Ordinary Entry,1
2024-02-23,iTOTO - System 1,iTOTO - System 12,1
2024-02-23,iTOTO - System 1,iTOTO - System 12,1
2024-02-23,Singapore Pools Account Betting Service - -,1 QuickPick System 10 Entry,2
2024-02-23,NTUC FairPrice Parkway Parade - 80 Marine Parade Road #03-28 Parkway Parade,1 QuickPick System 8 Entry,2
2024-02-23,Singapore Pools Bencoolen Branch - 180 Bencoolen Street #01-59 The Bencoolen,1 QuickPick System 8 Entry,2
2024-02-23,Giant Beauty World Centre - 144 Upper Bukit Timah Road #B1-01 Beauty World Centre,1 QuickPick System 7 Entry,2
2024-02-23,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2024-02-23,Singapore Pools Ang Mo Kio N4 Branch - Block 447 Ang Mo Kio Avenue 10 #01-1685,1 QuickPick System 7 Entry,2
2024-02-23,Singapore Pools Jurong West N5 Branch - Block 508 Jurong West Street 52 #01-166,1 QuickPick System 7 Entry,2
2024-02-23,Clifford Gift Shop - Block 532 Ang Mo Kio Avenue 10 #01-2459,1 QuickPick Ordinary Entry,2
2024-02-23,Kwek Lee Eng Agency - 200 Jalan Sultan #01-29 Textile Centre,1 QuickPick Ordinary Entry,2
2024-02-23,NTUC FairPrice Jem - 50 Jurong Gateway Road #B1-21/22 Jem,1 QuickPick Ordinary Entry,2
2024-02-23,NTUC FairPrice Rivervale Mall - 11 Rivervale Crescent #03-01 Rivervale Mall,1 QuickPick Ordinary Entry,2
2024-02-23,NTUC FairPrice Yishun MRT Station - 301 Yishun Avenue 2 #01-02 Yishun MRT,1 QuickPick Ordinary Entry,2
2024-02-23,Prime Compassvale Street - Block 263 Compassvale Street #01-01,1 QuickPick Ordinary Entry,2
2024-02-23,Sheng Siong Serangoon North Avenue 5 - 19 Serangoon North Avenue 5 #01-01,1 QuickPick Ordinary Entry,2
2024-02-23,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2024-02-23,Singapore Pools Bencoolen Branch - 180 Bencoolen Street #01-59 The Bencoolen,1 QuickPick Ordinary Entry,2
2024-02-23,Singapore Pools Yishun N7 Branch - Block 761 Yishun Street 72 #01-340,1 QuickPick Ordinary Entry,2
2024-02-23,iTOTO - System 1,iTOTO - System 12,2
2024-02-23,iTOTO - System 1,iTOTO - System 12,2
2024-02-19,Singapore Pools Account Betting Service - -,1 Ordinary Entry,1
2024-02-19,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2024-02-15,Serangoon Avenue 3 Betting Centre - Lottery Lobby (Public) - Block 267 Serangoon Avenue 3 #02-01/#03-02,1 System 9 Entry,1
2024-02-15,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2024-02-15,NTUC FairPrice Jurong Point - 63 Jurong West Central 3 #03-01 Jurong Point,1 QuickPick Ordinary Entry,2
2024-02-15,Tong Aik Huat - Block 685 Hougang Street 61 #01-160,1 QuickPick Ordinary Entry,2
2024-02-15,Majestic Betting Centre - Lottery Lobby (Public) - 80 Eu Tong Sen Street #01/#02/#03 The Majestic,1 System 9 Entry,2
2024-02-15,NTUC FairPrice Yew Tee Point - 21 Choa Chu Kang North 6 #B1-01 to 07 Yew Tee Point,1 System 9 Entry,2
2024-02-15,Singapore Pools Telok Blangah Branch - Block 6 Telok Blangah Crescent #01-418,1 System 8 Entry,2
2024-02-15,7-Eleven Store Sixth Avenue - 6 Sixth Avenue,1 System 7 Entry,2
2024-02-15,NTUC FairPrice The Woodleigh Mall - 11 Bidadari Park Drive #B1-32/33 The Woodleigh Mall,1 Ordinary Entry,2
2024-02-12,Singapore Pools Bedok Town Centre Branch - Block 204 Bedok North Street 1 #01-415,1 QuickPick Ordinary Entry,2
2024-02-12,Singapore Pools Clementi N7 Branch - Block 722 Clementi West Street 2 #01-164,1 QuickPick Ordinary Entry,2
2024-02-08,Tay Ah Tho Trading - 768 Woodlands Avenue 6 #01-21 Woodlands Mart,1 Ordinary Entry,1
2024-02-08,Singapore Pools Account Betting Service - -,1 QuickPick System 9 Entry,2
2024-02-08,Singapore Pools Lucky Plaza Branch - 304 Orchard Road #B1-91/92 Lucky Plaza,1 QuickPick System 8 Entry,2
2024-02-08,Singapore Pools Ang Mo Kio N2 Branch - Block 202 Ang Mo Kio Avenue 3 #01-1662/1664,1 QuickPick System 7 Entry,2
2024-02-08,Singapore Pools Ang Mo Kio N4 Branch - Block 447 Ang Mo Kio Avenue 10 #01-1685,1 QuickPick System 7 Entry,2
2024-02-08,NTUC FairPrice Punggol Oasis Terraces - 681 Punggol Drive #B1-01 Oasis Terraces,1 QuickPick Ordinary Entry,2
2024-02-08,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2024-02-08,Singapore Pools Toa Payoh Lorong 4 Branch - Block 85 Toa Payoh Lorong 4 #01-340,1 QuickPick Ordinary Entry,2
2024-02-08,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2024-02-08,Singapore Pools Clementi N3 Branch - Block 325 Clementi Avenue 5 #01-145,1 System 7 Entry,2
2024-02-05,7-Eleven Store Eunos Crescent - Block 1A Eunos Crescent #01-2469/2471,1 QuickPick System 7 Entry,2
2024-02-05,Cheng Chew Wah Agency - Marine Terrace - Block 58 Marine Terrace #01-47,1 QuickPick System 7 Entry,2
2024-02-05,Tong Aik Huat - Block 685 Hougang Street 61 #01-160,1 QuickPick System 7 Entry,2
2024-02-05,Singapore Pools Account Betting Service - -,1 System 9 Entry,2
2024-02-05,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
2024-02-02,PFG Framing & Trading - Block 960 Jurong West Street 92 #01-182,1 QuickPick Ordinary Entry,1
2024-02-02,NTUC FairPrice Jurong Gateway Road - Block 135 Jurong Gateway Road #01-337,1 QuickPick System 8 Entry,2
2024-02-02,Singapore Pools Account Betting Service - -,1 QuickPick System 8 Entry,2
2024-02-02,7-Eleven Store Bedok North Street 2 - Block 123 Bedok North Street 2 #01-158,1 QuickPick System 7 Entry,2
2024-02-02,7-Eleven Store Yishun Ring Road - Block 103 Yishun Ring Road #01-69,1 QuickPick System 7 Entry,2
2024-02-02,NTUC FairPrice Paya Lebar Quarter - 10 Paya Lebar Road #B2-09 Paya Lebar Quarter,1 QuickPick System 7 Entry,2
2024-02-02,Seah Geok Eng Agency - Upper Serangoon View - Block 476D Upper Serangoon View #02-02,1 QuickPick System 7 Entry,2
2024-02-02,Singapore Pools Clementi Town Centre Branch - Block 446 Clementi Avenue 3 #01-183,1 QuickPick System 7 Entry,2
2024-02-02,Singapore Pools Northpoint City Branch - 930 Yishun Avenue 2 #02-03 Northpoint City (North Wing),1 QuickPick System 7 Entry,2
2024-02-02,Tampines Trading - 824 - Block 824 Tampines Street 81 #01-14,1 QuickPick System 7 Entry,2
2024-02-02,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2024-02-02,Singapore Pools Jurong West N4 Branch - Block 498 Jurong West Street 41 #01-472,1 QuickPick Ordinary Entry,2
2024-02-02,Singapore Pools Lucky Plaza Branch - 304 Orchard Road #B1-91/92 Lucky Plaza,1 QuickPick Ordinary Entry,2
2024-02-02,Singapore Pools Account Betting Service - -,1 System 10 Entry,2
2024-01-29,Singapore Pools Account Betting Service - -,1 QuickPick System 8 Entry,1
2024-01-29,Singapore Pools Yishun N7 Branch - Block 761 Yishun Street 72 #01-340,1 System 7 Entry,1
2024-01-29,Seah Geok Eng Agency - Upper Serangoon View - Block 476D Upper Serangoon View #02-02,1 QuickPick System 7 Entry,2
2024-01-29,Singapore Pools People's Park Centre (Chinatown) Branch - 101 Upper Cross Street #01-12 People's Park Centre,1 QuickPick System 7 Entry,2
2024-01-29,Singapore Pools Toa Payoh Lorong 8 Branch - Block 212 Toa Payoh Lorong 8 #01-39,1 QuickPick System 7 Entry,2
2024-01-29,Tong Aik Huat - Block 685 Hougang Street 61 #01-160,1 QuickPick System 7 Entry,2
2024-01-29,Singapore Pools Clementi N3 Branch - Block 325 Clementi Avenue 5 #01-145,1 QuickPick Ordinary Entry,2
2024-01-29,PFG Framing & Trading - Block 960 Jurong West Street 92 #01-182,1 Ordinary Entry,2
2024-01-25,Cheng Chew Wah Agency - Bedok South Road - Block 17 Bedok South Road #01-583,1 QuickPick Ordinary Entry,2
2024-01-22,Singapore Pools Lorong 25A Geylang Branch - 62 Lorong 25A Geylang Road,1 QuickPick Ordinary Entry,1
2024-01-22,Singapore Pools Holland Drive Branch - Block 46 Holland Drive #01-371/373,1 QuickPick System 7 Entry,2
2024-01-22,Singapore Pools Yishun N1 Branch - Block 101 Yishun Avenue 5 #01-37,1 QuickPick System 7 Entry,2
2024-01-22,Chua Hong Kim Trading  - Block 237 Serangoon Avenue 3 #01-108,1 QuickPick Ordinary Entry,2
2024-01-22,NTUC FairPrice Punggol Oasis Terraces - 681 Punggol Drive #B1-01 Oasis Terraces,1 QuickPick Ordinary Entry,2
2024-01-22,Tan Wee Fong Trading - Block 24 Bendemeer Road #01-529,1 QuickPick Ordinary Entry,2
2024-01-22,Singapore Pools Account Betting Service - -,1 System 10 Entry,2
2024-01-22,NTUC FairPrice VivoCity - 1 HarbourFront Walk #B2-23/#01-23 VivoCity,1 System 7 Entry,2
2024-01-22,Singapore Pools Tampines N4 Branch - Block 481 Tampines Street 44 #01-277,1 System 7 Entry,2
2024-01-22,Singapore Pools Tampines Mart Branch - 11 Tampines Street 32 #01-03 Tampines Mart,1 Ordinary Entry,2
2024-01-22,iTOTO - System 1,iTOTO - System 12,2
2024-01-18,Singapore Pools Sim Lim Square Branch - 1 Rochor Canal Road #B1-37 Sim Lim Square,1 QuickPick Ordinary Entry,2
2024-01-18,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
2024-01-18,iTOTO - System 1,iTOTO - System 12,2
2024-01-15,Li Li Cheng Supermarket (Punggol) Pte Ltd - Block 273C Punggol Place #01-884,1 System 7 Entry,1
2024-01-11,Li Li Cheng Supermarket (Punggol) Pte Ltd - Block 273C Punggol Place #01-884,1 QuickPick System 8 Entry,1
2024-01-11,U Stars Keat Hong Link - Block 817 Keat Hong Link #01-14,1 System 7 Entry,1
2024-01-11,NTUC FairPrice Punggol Oasis Terraces - 681 Punggol Drive #B1-01 Oasis Terraces,1 QuickPick System 7 Entry,2
2024-01-11,Singapore Pools Jurong West N5 Branch - Block 508 Jurong West Street 52 #01-166,1 QuickPick Ordinary Entry,2
2024-01-11,Singapore Pools Lucky Plaza Branch - 304 Orchard Road #B1-91/92 Lucky Plaza,1 QuickPick Ordinary Entry,2
2024-01-11,Singapore Pools Toa Payoh Lorong 8 Branch - Block 212 Toa Payoh Lorong 8 #01-39,1 QuickPick Ordinary Entry,2
2024-01-11,iTOTO - System 1,iTOTO - System 12,2
2024-01-08,NTUC FairPrice Yishun MRT Station - 301 Yishun Avenue 2 #01-02 Yishun MRT,1 Ordinary Entry,2
2024-01-05,Fatt Chye Heng Trading - Block 7 Hougang Avenue 3 #01-48,1 QuickPick Ordinary Entry,1
2024-01-05,Ng Teo Guan Self Service - Block 301 Ubi Avenue 1 #01-241,1 QuickPick Ordinary Entry,1
2024-01-05,iTOTO - System 1,iTOTO - System 12,1
2024-01-05,NTUC FairPrice Kallang Wave Mall - 1 Stadium Place #01-29 Kallang Wave Mall,1 QuickPick System 11 Entry,2
2024-01-05,NTUC FairPrice Yew Tee Point - 21 Choa Chu Kang North 6 #B1-01 to 07 Yew Tee Point,1 QuickPick System 9 Entry,2
2024-01-05,Singapore Pools Jurong East Branch - Block 351 Jurong East Street 31 #01-93,1 QuickPick System 8 Entry,2
2024-01-05,Chng Siow Eng Agency - 625 Elias Road #01-314 Elias Mall,1 QuickPick System 7 Entry,2
2024-01-05,NTUC FairPrice Clementi Avenue 3 - Block 451 Clementi Avenue 3 #01-307,1 QuickPick System 7 Entry,2
2024-01-05,Singapore Pools Toa Payoh Lorong 1 Branch - Block 111 Toa Payoh Lorong 1 #01-354,1 QuickPick System 7 Entry,2
2024-01-05,Singapore Pools Chai Chee Branch - Block 36 Chai Chee Avenue #01-167,1 QuickPick Ordinary Entry,2
2024-01-05,Singapore Pools Ang Mo Kio N2A Branch - Block 226A Ang Mo Kio Avenue 1 #01-625,1 System 11 Entry,2
2024-01-05,Lucky Hill - Block 112 Bukit Purmei Road #01-209,1 System 8 Entry,2
2024-01-05,Singapore Pools Woodlands N5 Branch - 548 Woodlands Drive 44 #02-04 Vista Point,1 System 8 Entry,2
2024-01-05,NTUC FairPrice Tai Seng - 18 Tai Seng Street #B1-13 Mapletree 18,1 Ordinary Entry,2
2024-01-05,iTOTO - System 1,iTOTO - System 12,2
2024-01-01,NTUC FairPrice Eastpoint Mall - 3 Simei Street 6 #05-01 Eastpoint Mall,1 QuickPick System 7 Entry,1
2024-01-01,Singapore Pools Account Betting Service - -,1 System 8 Entry,1
2024-01-01,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2024-01-01,Singapore Pools Tanjong Pagar Branch - Block 1 Tanjong Pagar Plaza #01-49/50,1 QuickPick System 7 Entry,2
2024-01-01,Goh Geok Kwee Agency - Bukit Merah - Block 124 Bukit Merah Lane 1 #01-148,1 QuickPick Ordinary Entry,2
2024-01-01,Prime Punggol Field - Block 108 Punggol Field #01-02,1 QuickPick Ordinary Entry,2
2024-01-01,Sheng Siong Sengkang West Ave - Block 455 Sengkang West Avenue #01-16,1 QuickPick Ordinary Entry,2
2024-01-01,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2024-01-01,Singapore Pools Account Betting Service - -,1 System 8 Entry,2
2024-01-01,Singapore Pools Ghim Moh Branch - Block 21 Ghim Moh Road #01-161,1 System 8 Entry,2
2024-01-01,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2024-01-01,NTUC FairPrice Eastpoint Mall - 3 Simei Street 6 #05-01 Eastpoint Mall,1 Ordinary Entry,2
2024-01-01,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
2024-01-01,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
2024-01-01,iTOTO - System 1,iTOTO - System 12,2
2023-12-28,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2023-12-28,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2023-12-25,NTUC FairPrice Changi Business Park - 8 Changi Business Park Avenue 1 #01-51/#02-51,1 QuickPick Ordinary Entry,1
2023-12-25,NTUC FairPrice Yishun Ring Road - Block 849 Yishun Ring Road #01-3701/3703,1 System 7 Entry,1
2023-12-25,Metro Woodlands - 1 Woodlands Square #01-18/19 Causeway Point,1 System 9 Entry,2
2023-12-25,Singapore Pools Jurong West N5 Branch - Block 508 Jurong West Street 52 #01-166,1 System 7 Entry,2
2023-12-21,Cheers Hougang Central - Block 810 Hougang Central #01-214,1 QuickPick System 8 Entry,2
2023-12-21,Singapore Pools Chinatown Point Branch - 133 New Bridge Road #B1-06 Chinatown Point,1 QuickPick System 8 Entry,2
2023-12-21,Nalayanee Trading Enterprise - 127 Upper Paya Lebar Road,1 QuickPick System 7 Entry,2
2023-12-21,NTUC FairPrice Bukit Batok MRT Station - 10 Bukit Batok Central #01-08 Bukit Batok MRT,1 QuickPick System 7 Entry,2
2023-12-21,NTUC FairPrice NEX - 23 Serangoon Central #03-42 NEX,1 QuickPick System 7 Entry,2
2023-12-21,Singapore Pools Tanjong Pagar Branch - Block 1 Tanjong Pagar Plaza #01-49/50,1 QuickPick System 7 Entry,2
2023-12-21,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2023-12-21,Seah Geok Eng Agency - Rivervale Plaza - 118 Rivervale Drive #01-15 Rivervale Plaza,1 Ordinary Entry,2
2023-12-21,Singapore Pools Bukit Batok N3 Branch - Block 324 Bukit Batok Street 33 #01-47,1 Ordinary Entry,2
2023-12-21,iTOTO - System 1,iTOTO - System 12,2
2023-12-21,iTOTO - System 1,iTOTO - System 12,2
2023-12-21,iTOTO - System 1,iTOTO - System 12,2
2023-12-18,NTUC FairPrice Bukit Batok MRT Station - 10 Bukit Batok Central #01-08 Bukit Batok MRT,1 QuickPick System 7 Entry,2
2023-12-18,NTUC FairPrice Joo Koon - 1 Joo Koon Circle #03-21 Fairprice Hub,1 QuickPick System 7 Entry,2
2023-12-18,Singapore Pools Hougang N2 Branch - Block 211 Hougang Street 21 #01-309,1 QuickPick System 7 Entry,2
2023-12-18,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2023-12-14,Singapore Pools Lucky Plaza Branch - 304 Orchard Road #B1-91/92 Lucky Plaza,1 System 8 Entry,2
2023-12-11,Prime Punggol Field - Block 108 Punggol Field #01-02,1 QuickPick System 8 Entry,2
2023-12-11,Giant Beauty World Centre - 144 Upper Bukit Timah Road #B1-01 Beauty World Centre,1 QuickPick Ordinary Entry,2
2023-12-07,Rangoon Provision Shop - Block 681 Race Course Road #01-309,1 QuickPick System 7 Entry,1
2023-12-07,Singapore Pools Account Betting Service - -,1 QuickPick System 8 Entry,2
2023-12-07,Singapore Pools Jurong West N5 Branch - Block 508 Jurong West Street 52 #01-166,1 QuickPick Ordinary Entry,2
2023-12-07,7-Eleven Store Plaza Singapura - 68 Orchard Road #01-51 Plaza Singapura,1 System 8 Entry,2
2023-12-07,iTOTO - System 1,iTOTO - System 12,2
2023-11-30,NTUC FairPrice Joo Koon - 1 Joo Koon Circle #03-21 Fairprice Hub,1 QuickPick Ordinary Entry,1
2023-11-27,Papillon Florist Pte Ltd - Block 133 Jalan Bukit Merah #01-1520,1 QuickPick Ordinary Entry,1
2023-11-27,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2023-11-27,OCN (Singapore) Pte Ltd - Block 501 West Coast Drive #01-266,1 QuickPick Ordinary Entry,2
2023-11-27,7-Eleven Store Bukit Batok West Avenue 6 - Block 132 Bukit Batok West Avenue 6 #01-304,1 System 9 Entry,2
2023-11-23,Soh Choo Trading - Block 19 Marsiling Lane #01-303,1 QuickPick System 7 Entry,1
2023-11-23,Singapore Pools Account Betting Service - -,1 System 7 Entry,1
2023-11-23,Singapore Pools Ang Mo Kio N2 Branch - Block 202 Ang Mo Kio Avenue 3 #01-1662/1664,1 System 12 Entry,2
2023-11-20,NTUC FairPrice Parkway Parade - 80 Marine Parade Road #03-28 Parkway Parade,1 QuickPick System 7 Entry,2
2023-11-20,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2023-11-20,Singapore Pools Chinatown Point Branch - 133 New Bridge Road #B1-06 Chinatown Point,1 QuickPick System 7 Entry,2
2023-11-20,Tampines Trading - 824 - Block 824 Tampines Street 81 #01-14,1 QuickPick System 7 Entry,2
2023-11-20,Singapore Pools Account Betting Service - -,1 System 8 Entry,2
2023-11-20,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
2023-11-16,Hin Teck Leong Trading Company - Rowell Road - Block 640 Rowell Road #01-68,1 QuickPick System 7 Entry,2
2023-11-16,Cheers Northshore Plaza II - 418 Northshore Drive #02-05/06 Northshore Plaza II,1 QuickPick Ordinary Entry,2
2023-11-16,Singapore Pools Lucky Plaza Branch - 304 Orchard Road #B1-91/92 Lucky Plaza,1 Ordinary Entry,2
2023-11-13,Singapore Pools Suntec City Branch - 3 Temasek Boulevard #B1-143 Suntec City,1 QuickPick System 7 Entry,1
2023-11-13,Prime Compassvale Street - Block 263 Compassvale Street #01-01,1 QuickPick System 8 Entry,2
2023-11-13,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2023-11-13,Singapore Pools Bukit Gombak Branch - Block 374 Bukit Batok Street 31 #01-170,1 QuickPick Ordinary Entry,2
2023-11-13,Singapore Pools Bukit Gombak Branch - Block 374 Bukit Batok Street 31 #01-170,1 Ordinary Entry,2
2023-11-13,Singapore Pools Lucky Plaza Branch - 304 Orchard Road #B1-91/92 Lucky Plaza,1 Ordinary Entry,2
2023-11-09,Singapore Pools Bedok Town Centre Branch - Block 204 Bedok North Street 1 #01-415,1 Ordinary Entry,2
2023-11-06,Seah Koon Huat - Bukit Merah View - Block 116 Bukit Merah View #01-233,1 QuickPick Ordinary Entry,1
2023-11-02,Nalayanee Trading Enterprise - 127 Upper Paya Lebar Road,1 QuickPick System 7 Entry,1
2023-11-02,Singapore Pools People's Park Centre (Chinatown) Branch - 101 Upper Cross Street #01-12 People's Park Centre,1 QuickPick Ordinary Entry,2
2023-10-30,NTUC FairPrice Tampines Street 44 - Block 475 Tampines Street 44 #01-145,1 Ordinary Entry,1
2023-10-30,Giant Beauty World Centre - 144 Upper Bukit Timah Road #B1-01 Beauty World Centre,1 QuickPick System 9 Entry,2
2023-10-30,Cheers Bedok North Street 3 - Block 539 Bedok North Street 3 #01-625,1 QuickPick System 7 Entry,2
2023-10-30,Seah Koon Huat - Bukit Merah View - Block 116 Bukit Merah View #01-233,1 QuickPick System 7 Entry,2
2023-10-30,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2023-10-30,NTUC FairPrice Killiney Road - 131 Killiney Road #01-01/02/03 Orchard Grand Court,1 System 11 Entry,2
2023-10-30,Chua Hong Kim Trading  - Block 237 Serangoon Avenue 3 #01-108,1 System 8 Entry,2
2023-10-30,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2023-10-30,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2023-10-26,Singapore Pools Siglap Branch - 697B East Coast Road,1 QuickPick System 7 Entry,2
2023-10-26,7-Eleven Store Eunos Crescent - Block 1A Eunos Crescent #01-2469/2471,1 QuickPick Ordinary Entry,2
2023-10-26,Cold Storage Compass One - 1 Sengkang Square #B1-25 Compass One,1 System 7 Entry,2
2023-10-26,iTOTO - System 1,iTOTO - System 12,2
2023-10-23,Singapore Pools Cheong Chin Nam Road Branch - 5 Cheong Chin Nam Road,1 QuickPick System 7 Entry,2
2023-10-19,Singapore Pools Account Betting Service - -,1 System 7 Entry,1
2023-10-19,Singapore Pools New Upper Changi Branch - Block 26 New Upper Changi Road #01-666/668,1 QuickPick Ordinary Entry,2
2023-10-19,Singapore Pools Pasir Ris N7 Branch - 735 Pasir Ris Street 72 #01-358 Pasir Ris West Plaza,1 QuickPick Ordinary Entry,2
2023-10-16,Singapore Pools Jurong West N5 Branch - Block 508 Jurong West Street 52 #01-166,1 QuickPick Ordinary Entry,1
2023-10-16,Tampines Trading - 828 - Block 828 Tampines Street 81 #01-234,2 QuickPick System 7 Entry,2
2023-10-16,Rangoon Provision Shop - Block 681 Race Course Road #01-309,1 QuickPick Ordinary Entry,2
2023-10-12,Tan Ah Leck Trading - Bukit Batok Street 11 - Block 151 Bukit Batok Street 11 #01-254,1 QuickPick Ordinary Entry,2
2023-10-12,Dawn Florist - 21 Hougang Street 51 #01-04A Hougang Green Shopping Mall,1 Ordinary Entry,2
2023-10-09,Singapore Pools Bukit Panjang Branch - Block 257 Bangkit Road #01-49,1 QuickPick Ordinary Entry,1
2023-10-09,Golden Lagoon Trading - Block 136 Marsiling Road #01-2182,1 System Roll Entry,1
2023-10-09,Singapore Pools Account Betting Service - -,1 System 7 Entry,1
2023-10-09,NTUC FairPrice Jurong Point - 63 Jurong West Central 3 #03-01 Jurong Point,1 QuickPick System 7 Entry,2
2023-10-09,Tan Ah Leck Trading - Jurong East Street 31 - Block 352 Jurong East Street 31 #01-121,1 QuickPick System 7 Entry,2
2023-10-09,Singapore Pools Hougang N2 Branch - Block 211 Hougang Street 21 #01-309,1 QuickPick Ordinary Entry,2
2023-10-09,Golden Lagoon Trading - Block 136 Marsiling Road #01-2182,1 System Roll Entry,2
2023-10-09,Singapore Pools Account Betting Service - -,2 System 7 Entry,2
2023-10-09,Singapore Pools Hougang N1 Branch - Block 106 Hougang Avenue 1 #01-1209/1211,1 System 7 Entry,2
2023-10-09,Tong Aik Huat - Block 685 Hougang Street 61 #01-160,1 System 7 Entry,2
2023-10-05,Ng Nam Thye Trading - Ang Mo Kio Avenue 3 - 51 Ang Mo Kio Avenue 3 #01-01B 51@AMK,1 QuickPick System 8 Entry,2
2023-10-05,Lucky Hill - Block 112 Bukit Purmei Road #01-209,1 QuickPick Ordinary Entry,2
2023-10-05,Ng Teo Guan Self Service - Block 301 Ubi Avenue 1 #01-241,1 QuickPick Ordinary Entry,2
2023-10-05,Singapore Pools Great World City Branch - 1 Kim Seng Promenade #B1-127 Great World City,1 Ordinary Entry,2
2023-10-02,Rangoon Provision Shop - Block 681 Race Course Road #01-309,1 QuickPick System 8 Entry,1
2023-10-02,Rangoon Provision Shop - Block 681 Race Course Road #01-309,1 QuickPick System 8 Entry,2
2023-10-02,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2023-10-02,Singapore Pools Ang Mo Kio N2 Branch - Block 202 Ang Mo Kio Avenue 3 #01-1662/1664,1 QuickPick System 7 Entry,2
2023-10-02,Singapore Pools Canberra Branch - Block 505 Canberra Link #01-02,1 QuickPick System 7 Entry,2
2023-10-02,Tampines Trading - 828 - Block 828 Tampines Street 81 #01-234,1 QuickPick System 7 Entry,2
2023-10-02,NTUC FairPrice Hougang Mall - 90 Hougang Avenue 10 #B1-07 Hougang Mall,1 QuickPick Ordinary Entry,2
2023-10-02,NTUC FairPrice Sun Plaza - 30 Sembawang Drive #B1-01/02 Sun Plaza,1 QuickPick Ordinary Entry,2
2023-10-02,NTUC FairPrice Tampines Mall - 4 Tampines Central 5 #B1-12 Tampines Mall,1 QuickPick Ordinary Entry,2
2023-10-02,Seng Yeok Chan Agency - Block 338 Ang Mo Kio Avenue 1 #01-1657,1 QuickPick Ordinary Entry,2
2023-10-02,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2023-10-02,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2023-10-02,Singapore Pools Account Betting Service - -,1 System 12 Entry,2
2023-10-02,Singapore Pools Account Betting Service - -,1 System 11 Entry,2
2023-10-02,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2023-10-02,Singapore Pools Anchorvale Road Branch - Block 308 Anchorvale Road #01-05,2 Ordinary Entry,2
2023-10-02,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
2023-10-02,iTOTO - System 1,iTOTO - System 12,2
2023-10-02,iTOTO - System 1,iTOTO - System 12,2
2023-09-28,NTUC FairPrice Sun Plaza - 30 Sembawang Drive #B1-01/02 Sun Plaza,1 QuickPick System 8 Entry,2
2023-09-28,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2023-09-28,Singapore Pools Ang Mo Kio N7 Branch - Block 726 Ang Mo Kio Avenue 6 #01-4158,1 QuickPick System 7 Entry,2
2023-09-28,Singapore Pools Whampoa Drive Branch - Block 88 Whampoa Drive #01-857,1 QuickPick System 7 Entry,2
