Date,Location,Ticket Type,Group
2022-02-28,Singapore Pools Serangoon Central Branch - Block 254 Serangoon Central Drive #01-209,1 QuickPick Ordinary Entry,2
2022-02-28,Singapore Pools Upper Boon Keng Branch - Block 18 Upper Boon Keng Road #01-1149/1151,1 QuickPick Ordinary Entry,2
2022-02-24,NTUC FairPrice Bedok North Street 4 - Block 89 Bedok North Street 4 #01-77/79,1 QuickPick System 7 Entry,1
2022-02-24,Singapore Pools Lorong 25A Geylang Branch - 62 Lorong 25A Geylang Road,1 QuickPick System 7 Entry,2
2022-02-24,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2022-02-24,Prime Serangoon North - Blk 542B Serangoon North Ave 3 #02-01,1 Ordinary Entry,2
2022-02-21,A.P. Mini Mart - Lorong 8 Toa Payoh - Block 234 Lorong 8 Toa Payoh #01-286,1 QuickPick System 7 Entry,2
2022-02-21,Metro Woodlands - 1 Woodlands Square #01-18/19 Causeway Point,1 QuickPick System 7 Entry,2
2022-02-21,Singapore Pools Bencoolen Branch - 180 Bencoolen Street #01-59 The Bencoolen,1 QuickPick Ordinary Entry,2
2022-02-17,Singapore Pools Ang Mo Kio N7 Branch - Block 726 Ang Mo Kio Avenue 6 #01-4158,1 QuickPick Ordinary Entry,1
2022-02-17,NTUC FairPrice Thomson Plaza - 301 Upper Thomson Road #03-36 Thomson Plaza,1 QuickPick System 8 Entry,2
2022-02-17,NTUC FairPrice NEX - 23 Serangoon Central #03-42 NEX,1 QuickPick Ordinary Entry,2
2022-02-17,7-Eleven Store Yishun Ring Road - Block 103 Yishun Ring Road #01-69,1 Ordinary Entry,2
2022-02-14,NTUC FairPrice AMK Hub - 53 Ang Mo Kio Avenue 3 #B2-40 AMK Hub,1 System 8 Entry,1
2022-02-14,Giant Sembawang Shopping Centre - 604 Sembawang Road #B1-25 Sembawang Shopping Centre,1 QuickPick System 7 Entry,2
2022-02-14,Prime Keat Hong - Block 253 Choa Chu Kang Avenue 1 #B1-07 to 10,1 QuickPick Ordinary Entry,2
2022-02-14,7-Eleven Balestier Rd - 271 Balestier Rd #01-01 Victory Point,1 Ordinary Entry,2
2022-02-11,Singapore Pools LOT One Branch - 21 Choa Chu Kang Avenue 4 #03-09 Lot 1 Shoppers' Mall,1 QuickPick System Roll Entry,1
2022-02-11,NTUC FairPrice Serangoon North Avenue 1 - Block 152B Serangoon North Avenue 1 #01-384,1 QuickPick System 7 Entry,1
2022-02-11,NTUC FairPrice Toa Payoh HDB Centre - 500 Lorong 6 Toa Payoh #B1-32/#01-33 HDB Centre,1 QuickPick System 7 Entry,1
2022-02-11,Singapore Pools Siglap Branch - 697B East Coast Road,1 QuickPick System 7 Entry,1
2022-02-11,7-Eleven Store Choa Chu Kang Drive - Block 689B Choa Chu Kang Drive #01-306,1 QuickPick Ordinary Entry,1
2022-02-11,Li Li Cheng Supermarket (Punggol) Pte Ltd - Block 273C Punggol Place #01-884,1 System 11 Entry,1
2022-02-11,Singapore Pools Account Betting Service - -,1 System 7 Entry,1
2022-02-11,iTOTO - System 1,iTOTO - System 12,1
2022-02-11,Singapore Pools LOT One Branch - 21 Choa Chu Kang Avenue 4 #03-09 Lot 1 Shoppers' Mall,1 QuickPick System Roll Entry,2
2022-02-11,7-Eleven Store Yishun Ring Road - Block 103 Yishun Ring Road #01-69,1 QuickPick System 8 Entry,2
2022-02-11,Livewire Marina Bay Sands - 2 Bayfront Avenue #01-01 Marina Bay Sands,1 QuickPick System 8 Entry,2
2022-02-11,Singapore Pools Account Betting Service - -,1 QuickPick System 8 Entry,2
2022-02-11,7-Eleven Store Plaza Singapura - 68 Orchard Road #01-51 Plaza Singapura,1 QuickPick System 7 Entry,2
2022-02-11,Giant Compassvale Bow - Block 266 Compassvale Bow #01-02,1 QuickPick System 7 Entry,2
2022-02-11,NTUC FairPrice Jurong Point - 63 Jurong West Central 3 #03-01 Jurong Point,1 QuickPick System 7 Entry,2
2022-02-11,Seng Yeok Chan Agency - Block 338 Ang Mo Kio Avenue 1 #01-1657,1 QuickPick System 7 Entry,2
2022-02-11,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2022-02-11,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2022-02-11,Singapore Pools Circuit Road 88 Branch - Block 88 Circuit Road #01-961,1 QuickPick System 7 Entry,2
2022-02-11,Singapore Pools King George's Ave Branch - Block 803 King George's Avenue #01-200/202,1 QuickPick System 7 Entry,2
2022-02-11,Singapore Pools Yishun N4 Branch - Block 415 Yishun Avenue 11 #01-311,1 QuickPick System 7 Entry,2
2022-02-11,Cheers New Upper Changi Road - Block 59 New Upper Changi Road #01-1272,1 QuickPick Ordinary Entry,2
2022-02-11,Giant Paya Lebar Square - 60 Paya Lebar Road #B1-01/05 Paya Lebar Square,1 QuickPick Ordinary Entry,2
2022-02-11,NTUC FairPrice Compassvale Link - Block 277C Compassvale Link #01-13 (Unit 2B),1 QuickPick Ordinary Entry,2
2022-02-11,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2022-02-11,Singapore Pools Jurong West N5 Branch - Block 508 Jurong West Street 52 #01-166,1 QuickPick Ordinary Entry,2
2022-02-11,Singapore Pools Lorong 25A Geylang Branch - 62 Lorong 25A Geylang Road,1 QuickPick Ordinary Entry,2
2022-02-11,Singapore Pools Woodlands N8 Branch - Block 883 Woodlands Street 82 #02-468,1 QuickPick Ordinary Entry,2
2022-02-11,Teo Sook Cheng Agency - Block 293 Yishun Street 22 #01-225,1 QuickPick Ordinary Entry,2
2022-02-11,Rangoon Provision Shop - Block 681 Race Course Road #01-309,1 System Roll Entry,2
2022-02-11,NTUC FairPrice E!Hub @ Downtown East - 1 Pasir Ris Close #02-127 E! Hub @ Downtown East,1 System 12 Entry,2
2022-02-11,Singapore Pools Account Betting Service - -,1 System 12 Entry,2
2022-02-11,NTUC FairPrice Xpress Macpherson Road - 110 MacPherson Road ExxonMobil,1 System 11 Entry,2
2022-02-11,NTUC FairPrice Jem - 50 Jurong Gateway Road #B1-21/22 Jem,1 System 9 Entry,2
2022-02-11,Singapore Pools Account Betting Service - -,1 System 9 Entry,2
2022-02-11,Cheers Hougang Avenue 3 - Block 23 Hougang Avenue 3 #01-281,1 System 7 Entry,2
2022-02-11,Chong Hoe Tong - Block 21 Lorong 7 Toa Payoh #01-290,1 System 7 Entry,2
2022-02-11,Lim Heng Ee Trading Pte. Ltd. - Block 16 Upper Boon Keng Road #01-1113,1 System 7 Entry,2
2022-02-11,Seah Geok Eng Agency - Upper Serangoon View - Block 476D Upper Serangoon View #02-02,1 System 7 Entry,2
2022-02-11,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2022-02-11,Singapore Pools Yishun N4 Branch - Block 415 Yishun Avenue 11 #01-311,2 Ordinary Entry,2
2022-02-11,Cold Storage Northpoint - 930 Yishun Ave 2 #B1-09/12 Northpoint Shopping Centre,1 Ordinary Entry,2
2022-02-11,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
2022-02-11,iTOTO - System 1,iTOTO - System 12,2
2022-02-11,iTOTO - System 1,iTOTO - System 12,2
2022-02-11,iTOTO - System 1,iTOTO - System 12,2
2022-02-11,iTOTO - System 1,iTOTO - System 12,2
2022-02-11,iTOTO - System 1,iTOTO - System 12,2
2022-02-07,Singapore Pools Chinatown Point Branch - 133 New Bridge Road #B1-06 Chinatown Point,1 QuickPick System 7 Entry,2
2022-02-07,Singapore Pools Bencoolen Branch - 180 Bencoolen Street #01-59 The Bencoolen,1 QuickPick Ordinary Entry,2
2022-02-07,Singapore Pools Clementi Town Centre Branch - Block 446 Clementi Avenue 3 #01-183,1 System 7 Entry,2
2022-02-03,NTUC FairPrice Changi Business Park - 8 Changi Business Park Avenue 1 #01-51/#02-51,1 QuickPick Ordinary Entry,2
2022-02-03,Prime Keat Hong - Block 253 Choa Chu Kang Avenue 1 #B1-07 to 10,1 QuickPick Ordinary Entry,2
2022-01-31,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,1
2022-01-27,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2022-01-27,Singapore Pools Jalan Tiga Branch - Block 43 Jalan Tiga #01-08,1 QuickPick System 7 Entry,2
2022-01-27,Xie Sheng Departmental Service Company - Block 632 Bedok Reservoir Road #01-820,1 QuickPick System 7 Entry,2
2022-01-27,iTOTO - System 1,iTOTO - System 12,2
2022-01-24,Yeo Soon Huat - Blk 70 Lor 4 Toa Payoh #01-347,1 QuickPick Ordinary Entry,1
2022-01-24,NTUC FairPrice Tiong Bahru Plaza - 302 Tiong Bahru Road #B1-01/02 Tiong Bahru Plaza,1 QuickPick System 7 Entry,2
2022-01-21,Giant Paya Lebar Square - 60 Paya Lebar Road #B1-01/05 Paya Lebar Square,1 QuickPick Ordinary Entry,1
2022-01-21,NTUC FairPrice Woodlands Civic Centre - 900 South Woodlands Drive #B1-01 Woodlands Civic Centre,1 System 8 Entry,1
2022-01-21,Singapore Pools Account Betting Service - -,1 QuickPick System 8 Entry,2
2022-01-21,Cheng Chew Wah Agency - Marine Terrace - Block 58 Marine Terrace #01-47,1 QuickPick System 7 Entry,2
2022-01-21,Singapore Pools Ang Mo Kio N6 Branch - Block 630 Ang Mo Kio Avenue 4 #01-968,1 QuickPick System 7 Entry,2
2022-01-21,Singapore Pools Clementi N3 Branch - Block 325 Clementi Avenue 5 #01-145,1 QuickPick System 7 Entry,2
2022-01-21,Singapore Pools King George's Ave Branch - Block 803 King George's Avenue #01-200/202,1 QuickPick System 7 Entry,2
2022-01-21,Tampines Trading - 824 - Block 824 Tampines Street 81 #01-14,1 QuickPick System 7 Entry,2
2022-01-21,Tay Sui Lan Agency - 11 Collyer Quay #02-13 The Arcade,1 QuickPick System 7 Entry,2
2022-01-21,Cheng Chew Wah Agency - Marine Terrace - Block 58 Marine Terrace #01-47,1 QuickPick Ordinary Entry,2
2022-01-21,Singapore Pools Whampoa Drive Branch - Block 88 Whampoa Drive #01-857,1 QuickPick Ordinary Entry,2
2022-01-21,Singapore Pools Woodlands N5 Branch - 548 Woodlands Drive 44 #02-04 Vista Point,1 System 10 Entry,2
2022-01-21,Ng Nam Thye Trading - Ang Mo Kio Avenue 3 - 51 Ang Mo Kio Avenue 3 #01-01B 51@AMK,1 Ordinary Entry,2
2022-01-21,iTOTO - System 1,iTOTO - System 12,2
2022-01-21,iTOTO - System 1,iTOTO - System 12,2
2022-01-17,NTUC FairPrice Jurong Gateway Road - Block 135 Jurong Gateway Road #01-337,1 QuickPick Ordinary Entry,1
2022-01-17,Premier Security Co-operative Ltd  - Block 555 Ang Mo Kio Avenue 10 #01-1966,1 QuickPick Ordinary Entry,2
2022-01-17,Wanrise - Block 47 Sims Place #01-177,1 System 7 Entry,2
2022-01-13,NTUC FairPrice Bukit Batok MRT Station - 10 Bukit Batok Central #01-08 Bukit Batok MRT,1 Ordinary Entry,1
2022-01-13,NTUC FairPrice Clementi Avenue 3 - Block 451 Clementi Avenue 3 #01-307,1 QuickPick System 7 Entry,2
2022-01-10,NTUC FairPrice Tampines Mall - 4 Tampines Central 5 #B1-12 Tampines Mall,1 QuickPick System 7 Entry,1
2022-01-10,Cheng Tai Boon Beng - 150 Orchard Road #01-63 Orchard Plaza,1 Ordinary Entry,1
2022-01-10,Singapore Pools Great World City Branch - 1 Kim Seng Promenade #B1-127 Great World City,1 QuickPick System 8 Entry,2
2022-01-10,Singapore Pools Hougang N1 Branch - Block 106 Hougang Avenue 1 #01-1209/1211,1 QuickPick System 7 Entry,2
2022-01-10,Singapore Pools Yishun N4 Branch - Block 415 Yishun Avenue 11 #01-311,2 QuickPick Ordinary Entry,2
2022-01-10,NTUC FairPrice Bedok North Street 4 - Block 89 Bedok North Street 4 #01-77/79,1 QuickPick Ordinary Entry,2
2022-01-10,NTUC FairPrice Punggol Oasis Terraces - 681 Punggol Drive #B1-01 Oasis Terraces,1 QuickPick Ordinary Entry,2
2022-01-10,Tampines Trading - 828 - Block 828 Tampines Street 81 #01-234,1 QuickPick Ordinary Entry,2
2022-01-10,Singapore Pools Account Betting Service - -,1 System Roll Entry,2
2022-01-10,Cheng Chew Wah Agency - Marine Terrace - Block 58 Marine Terrace #01-47,1 System 8 Entry,2
2022-01-10,iTOTO - System 1,iTOTO - System 12,2
2022-01-10,iTOTO - System 1,iTOTO - System 12,2
2022-01-10,iTOTO - System 1,iTOTO - System 12,2
2022-01-10,iTOTO - System 1,iTOTO - System 12,2
2022-01-07,7-Eleven Store Foch Road - 27 Foch Road #01-07/08 Hoa Nam Building,1 QuickPick System 7 Entry,2
2022-01-07,Singapore Pools Gek Poh Shopping Centre (Jurong West N7) Branch - 762 Jurong West Street 75 #01-338 Gek Poh Shopping Centre,1 QuickPick System 7 Entry,2
2022-01-07,Singapore Pools Holland Drive Branch - Block 46 Holland Drive #01-371/373,1 QuickPick System 7 Entry,2
2022-01-07,Tan Ah Leck Trading - Bukit Batok Street 11 - Block 151 Bukit Batok Street 11 #01-254,1 QuickPick System 7 Entry,2
2022-01-07,Ng Nam Thye Trading - Ang Mo Kio Avenue 3 - 51 Ang Mo Kio Avenue 3 #01-01B 51@AMK,1 QuickPick Ordinary Entry,2
2022-01-07,Sheng Siong Junction 9 - 18 Yishun Avenue 9 #02-05 to #02-10 Junction 9,1 QuickPick Ordinary Entry,2
2022-01-07,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2022-01-07,Singapore Pools Beo Crescent Branch - Block 36 Beo Crescent #01-45,1 QuickPick Ordinary Entry,2
2022-01-07,7-Eleven Store Bukit Batok West Avenue 6 - Block 132 Bukit Batok West Avenue 6 #01-304,1 System 8 Entry,2
2022-01-07,Singapore Pools Tampines N4 Branch - Block 481 Tampines Street 44 #01-277,1 System 7 Entry,2
2022-01-07,NTUC FairPrice Clementi Avenue 2 - Block 352 Clementi Avenue 2 #01-141/143,1 Ordinary Entry,2
2022-01-03,Singapore Pools Ghim Moh Branch - Block 21 Ghim Moh Road #01-161,1 System 8 Entry,1
2022-01-03,NTUC FairPrice The Woodgrove - 30 Woodlands Avenue 1 #01-11 The Woodgrove,1 QuickPick System 8 Entry,2
2022-01-03,NTUC FairPrice Bukit Timah Plaza - 1 Jalan Anak Bukit #B1-01 Bukit Timah Plaza,1 QuickPick System 7 Entry,2
2022-01-03,Singapore Pools Jalan Tiga Branch - Block 43 Jalan Tiga #01-08,1 Ordinary Entry,2
2021-12-30,Singapore Pools Yishun N4 Branch - Block 415 Yishun Avenue 11 #01-311,1 QuickPick System 7 Entry,2
2021-12-30,Livewire (Resorts World Sentosa) - 26 Sentosa Gateway #B1-208,1 System 7 Entry,2
2021-12-30,Singapore Pools Bukit Gombak Branch - Block 374 Bukit Batok Street 31 #01-170,1 Ordinary Entry,2
2021-12-27,Singapore Pools Hougang N2 Branch - Block 211 Hougang Street 21 #01-309,1 QuickPick System 7 Entry,1
2021-12-27,Singapore Pools LOT One Branch - 21 Choa Chu Kang Avenue 4 #03-09 Lot 1 Shoppers' Mall,1 QuickPick Ordinary Entry,2
2021-12-27,Singapore Pools Changi Road Branch - 324K Changi Road,1 Ordinary Entry,2
